canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
CNS(=O)(=O)c1ccc2nc(-c3cn[nH]c3N)sc2c1,CHEMBL3681004,nM,60.0,nM,60.0
Cc1[nH]nc(N)c1-c1nc2c(F)cc(S(N)(=O)=O)cc2s1,CHEMBL3681005,nM,40.0,nM,40.0
Cc1[nH]nc(N)c1-c1nc2c(S(=O)(=O)NCCO)c(F)ccc2s1,CHEMBL3681006,nM,150.0,nM,150.0
Cc1[nH]nc(N)c1-c1nc2cc(F)c(S(N)(=O)=O)cc2s1,CHEMBL3681007,nM,7.0,nM,7.0
Cc1[nH]nc(N)c1-c1nc2cc(F)c(S(=O)(=O)NCCO)cc2s1,CHEMBL3681008,nM,50.0,nM,50.0
Cc1[nH]nc(N)c1-c1nc2cc(F)c(S(=O)(=O)NCc3ccncc3)cc2s1,CHEMBL3681009,nM,130.0,nM,130.0
Cc1[nH]nc(N)c1-c1nc2cc(O)ccc2s1,CHEMBL3681010,nM,200.0,nM,200.0
CNS(=O)(=O)c1ccc2sc(-c3c(N)n[nH]c3C)nc2c1,CHEMBL3681011,nM,1900.0,nM,1900.0
Cc1[nH]nc(N)c1-c1nc2ccc(C(N)=O)cc2s1,CHEMBL3681012,nM,300.0,nM,300.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(N)(=O)=O)cc2s1,CHEMBL3681013,nM,10.0,nM,10.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCCO)cc2s1,CHEMBL3681014,nM,200.0,nM,200.0
COCCNS(=O)(=O)c1ccc2nc(-c3c(N)n[nH]c3C)sc2c1,CHEMBL3681015,nM,600.0,nM,600.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCc3ccc(F)cc3)cc2s1,CHEMBL3681016,nM,4800.0,nM,4800.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCCc3cccs3)cc2s1,CHEMBL3681017,nM,1700.0,nM,1700.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2s1,CHEMBL3681018,nM,900.0,nM,900.0
COc1ccc(CNS(=O)(=O)c2ccc3nc(-c4c(N)n[nH]c4C)sc3c2)cc1,CHEMBL3681019,nM,1000.0,nM,1000.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCc3ccccc3)cc2s1,CHEMBL3681020,nM,800.0,nM,800.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCCc3ccccc3)cc2s1,CHEMBL3681021,nM,800.0,nM,800.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCCc3ccc(N)cc3)cc2s1,CHEMBL3681022,nM,200.0,nM,200.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCCN3CCOCC3)cc2s1,CHEMBL3681023,nM,3000.0,nM,3000.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCC(F)(F)F)cc2s1,CHEMBL3681024,nM,90.0,nM,90.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCC3CC3)cc2s1,CHEMBL3685732,nM,700.0,nM,700.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCCc3cnc[nH]3)cc2s1,CHEMBL3681025,nM,200.0,nM,200.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)NCc3ccc(N)cc3)cc2s1,CHEMBL3681026,nM,600.0,nM,600.0
